Date,Open,High,Low,Close,Adj Close,Volume
2023-09-14,49.959999,49.980000,49.959999,49.970001,49.094448,683200
2023-09-15,49.970001,49.990002,49.970001,49.980000,49.104263,905900
2023-09-18,50.009998,50.009998,49.980000,49.990002,49.114094,886300
2023-09-19,50.000000,50.000000,49.990002,50.000000,49.123917,780100
2023-09-20,50.009998,50.009998,50.000000,50.000000,49.123917,588900
2023-09-21,50.020000,50.029999,50.009998,50.009998,49.133739,1174100
2023-09-22,50.020000,50.029999,50.020000,50.029999,49.153389,777600
2023-09-25,50.040001,50.040001,50.029999,50.040001,49.163216,900700
2023-09-26,50.049999,50.049999,50.040001,50.049999,49.173042,670800
2023-09-27,50.060001,50.060001,50.049999,50.060001,49.182865,1022000
2023-09-28,50.080002,50.080002,50.070000,50.080002,49.202515,631900
2023-09-29,50.090000,50.090000,50.070000,50.070000,49.192696,772400
2023-10-02,49.880001,49.880001,49.849998,49.860001,49.203548,1520300
2023-10-03,49.880001,49.880001,49.869999,49.880001,49.223282,1421500
2023-10-04,49.900002,49.904999,49.880001,49.889999,49.233154,1295600
2023-10-05,49.900002,49.910000,49.889999,49.910000,49.252888,972600
2023-10-06,49.919998,49.919998,49.910000,49.919998,49.262756,1018900
2023-10-09,49.930000,49.945000,49.919998,49.930000,49.272625,648600
2023-10-10,49.930000,49.930000,49.919998,49.930000,49.272625,713300
2023-10-11,49.935001,49.939999,49.919998,49.930000,49.272625,869100
2023-10-12,49.930000,49.950001,49.930000,49.950001,49.292362,864500
2023-10-13,49.970001,49.970001,49.959999,49.970001,49.312103,523700
2023-10-16,49.970001,49.980000,49.959999,49.970001,49.312103,714100
2023-10-17,49.970001,49.980000,49.970001,49.980000,49.321964,915400
2023-10-18,49.990002,49.990002,49.980000,49.990002,49.331837,642300
2023-10-19,50.009998,50.020000,50.000000,50.009998,49.351570,655900
2023-10-20,50.020000,50.020000,50.000000,50.009998,49.351570,898700
2023-10-23,50.009998,50.020000,50.009998,50.020000,49.361443,1157300
2023-10-24,50.020000,50.029999,50.020000,50.020000,49.361443,744100
2023-10-25,50.029999,50.040001,50.020000,50.029999,49.371307,1450300
2023-10-26,50.040001,50.060001,50.040001,50.060001,49.400917,942200
2023-10-27,50.070000,50.070000,50.049999,50.060001,49.400917,713300
2023-10-30,50.070000,50.070000,50.060001,50.070000,49.410782,589100
2023-10-31,50.070000,50.080002,50.060001,50.080002,49.420654,1682100
2023-11-01,49.880001,49.900002,49.860001,49.860001,49.422634,2073900
2023-11-02,49.900002,49.900002,49.880001,49.889999,49.452370,949100
2023-11-03,49.889999,49.889999,49.880001,49.889999,49.452370,1687000
2023-11-06,49.910000,49.910000,49.889999,49.900002,49.462284,881900
2023-11-07,49.910000,49.910000,49.900002,49.900002,49.462284,917700
2023-11-08,49.919998,49.919998,49.910000,49.919998,49.482105,685400
2023-11-09,49.939999,49.939999,49.930000,49.930000,49.492020,690700
2023-11-10,49.945000,49.950001,49.939999,49.950001,49.511845,667300
2023-11-13,49.959999,49.959999,49.939999,49.950001,49.511845,928800
2023-11-14,49.959999,49.966000,49.950001,49.950001,49.511845,753600
2023-11-15,49.959999,49.959999,49.950001,49.959999,49.521755,789600
2023-11-16,49.970001,49.990002,49.970001,49.990002,49.551495,1106500
2023-11-17,50.009998,50.009998,49.990002,50.000000,49.561405,574800
2023-11-20,49.990002,50.000000,49.990002,49.990002,49.551495,768700
2023-11-21,50.009998,50.020000,50.000000,50.009998,49.571320,440700
2023-11-22,50.040001,50.040001,50.029999,50.040001,49.601055,1344800
2023-11-24,50.060001,50.060001,50.029999,50.035000,49.596100,590900
2023-11-27,50.049999,50.049999,50.040001,50.040001,49.601055,673800
2023-11-28,50.049999,50.060001,50.049999,50.060001,49.620880,739800
2023-11-29,50.049999,50.070000,50.049999,50.060001,49.620880,873800
2023-11-30,50.070000,50.080002,50.070000,50.070000,49.630791,1006600
2023-12-01,49.889999,49.889999,49.869999,49.869999,49.651699,1343900
2023-12-04,49.889999,49.889999,49.869999,49.880001,49.661659,1581100
2023-12-05,49.919998,49.919998,49.889999,49.900002,49.681572,779800
2023-12-06,49.904999,49.910000,49.889999,49.900002,49.681572,984200
2023-12-07,49.910000,49.910000,49.900002,49.900002,49.681572,1039900
2023-12-08,49.910000,49.919998,49.910000,49.919998,49.701481,1065800
2023-12-11,49.930000,49.930000,49.919998,49.919998,49.701481,672000
2023-12-12,49.930000,49.939999,49.919998,49.930000,49.711437,620900
2023-12-13,49.939999,49.950001,49.939999,49.939999,49.721394,1055600
2023-12-14,49.939999,49.970001,49.939999,49.970001,49.751263,1261300
2023-12-15,49.970001,49.980000,49.959999,49.970001,49.751263,925400
2023-12-18,49.990002,49.990002,49.970001,49.980000,49.761219,1132100
2023-12-19,49.990002,49.990002,49.980000,49.980000,49.761219,985600
2023-12-20,49.990002,50.000000,49.990002,50.000000,49.781132,1366600
2023-12-21,50.020000,50.020000,50.009998,50.020000,49.801044,686500
2023-12-22,50.020000,50.029999,50.020000,50.029999,49.811001,730400
2023-12-26,50.029999,50.040001,50.020000,50.029999,49.811001,827200
2023-12-27,49.830002,49.830002,49.820000,49.830002,49.830002,1041700
2023-12-28,49.849998,49.860001,49.840000,49.860001,49.860001,964800
2023-12-29,49.860001,49.860001,49.849998,49.860001,49.860001,982600
2024-01-02,49.869999,49.869999,49.860001,49.860001,49.860001,1266100
2024-01-03,49.889999,49.889999,49.869999,49.880001,49.880001,1076900
2024-01-04,49.880001,49.889999,49.880001,49.889999,49.889999,1339400
2024-01-05,49.889999,49.900002,49.889999,49.900002,49.900002,641200
2024-01-08,49.900002,49.910000,49.889999,49.900002,49.900002,1425600
2024-01-09,49.910000,49.910000,49.900002,49.910000,49.910000,822600
2024-01-10,49.910000,49.919998,49.910000,49.915001,49.915001,659900
2024-01-11,49.930000,49.950001,49.930000,49.950001,49.950001,719900
2024-01-12,49.959999,49.959999,49.950001,49.959999,49.959999,684400
2024-01-16,49.959999,49.959999,49.950001,49.959999,49.959999,677400
2024-01-17,49.959999,49.970001,49.959999,49.959999,49.959999,1090000
2024-01-18,49.990002,49.990002,49.980000,49.990002,49.990002,581200
2024-01-19,50.000000,50.000000,49.990002,49.990002,49.990002,553500
2024-01-22,50.000000,50.000000,49.990002,50.000000,50.000000,913100
2024-01-23,50.000000,50.009998,50.000000,50.009998,50.009998,532800
